iter	Logloss
1512	0.09874193071
1513	0.09873252631
1514	0.09872430716
1515	0.09871674603
1516	0.09870799147
1517	0.09870066739
1518	0.09869206201
1519	0.09865089066
1520	0.09859257598
1521	0.09856766308
1522	0.09855865512
1523	0.09854419906
1524	0.09853372792
1525	0.09851650893
1526	0.09847895061
1527	0.0984678541
1528	0.09843582149
1529	0.09842722228
1530	0.09841853716
1531	0.0984034476
1532	0.09839074695
1533	0.09838169812
1534	0.09836094793
1535	0.09835035213
1536	0.09834019161
1537	0.09833113052
1538	0.09832166071
1539	0.09830111896
1540	0.09829015324
1541	0.09828199131
1542	0.09824345413
1543	0.09822926777
1544	0.098220691
1545	0.09821179544
1546	0.0981958905
1547	0.09818783279
1548	0.09816363309
1549	0.09815352161
1550	0.09812308092
1551	0.09811328824
1552	0.09810482791
1553	0.09808250463
1554	0.09807371737
1555	0.09806168905
1556	0.0980519495
1557	0.09804312137
1558	0.09802561225
1559	0.09801678004
1560	0.09800854454
1561	0.0979980734
1562	0.09798867921
1563	0.09798121004
1564	0.09797253927
1565	0.09796442025
1566	0.09795605601
1567	0.09792397838
1568	0.09791500516
1569	0.09788684303
1570	0.09787570161
1571	0.09784034005
1572	0.09783110934
1573	0.09782276962
1574	0.09781444829
1575	0.09780194178
1576	0.0977834681
1577	0.0977747728
1578	0.09776446714
1579	0.09775274126
1580	0.09774171632
1581	0.09773326829
1582	0.097724761
1583	0.09771628028
1584	0.09770344067
1585	0.09767570972
1586	0.09766770923
1587	0.09765850509
1588	0.09764461305
1589	0.09763154252
1590	0.0976013634
1591	0.09759267219
1592	0.09758393807
1593	0.09755074268
1594	0.09754180216
1595	0.09753108783
1596	0.09752279716
1597	0.09751352354
1598	0.09750478124
1599	0.09749356012
1600	0.0974851734
1601	0.09746729848
1602	0.09745856844
1603	0.09745049439
1604	0.09743870312
1605	0.09743098259
1606	0.09741230252
1607	0.09740416306
1608	0.09739547185
1609	0.09738722818
1610	0.09737713919
1611	0.09736708493
1612	0.0973502134
1613	0.09734223948
1614	0.09729990739
1615	0.09728981226
1616	0.09728163398
1617	0.09727326974
1618	0.09726548178
1619	0.09725571771
1620	0.09723245389
1621	0.09721710889
1622	0.09720844629
1623	0.09719974486
1624	0.09719253114
1625	0.09718384811
1626	0.09717577405
1627	0.09716847858
1628	0.0971200649
1629	0.09711131034
1630	0.09710346516
1631	0.09709600212
1632	0.09708738652
1633	0.097079713
1634	0.09707109536
1635	0.09706184013
1636	0.09705417887
1637	0.09704559392
1638	0.09703447702
1639	0.09702446977
1640	0.0970167002
1641	0.09700689321
1642	0.09699786686
1643	0.09699024443
1644	0.09697684284
1645	0.09696849903
1646	0.09695604565
1647	0.09694746888
1648	0.09693895341
1649	0.09693084462
1650	0.0969231057
1651	0.09691299218
1652	0.09690441337
1653	0.09686533664
1654	0.09685756503
1655	0.09684907818
1656	0.09684059336
1657	0.09683087425
1658	0.09682251614
1659	0.09677946477
1660	0.09676822322
1661	0.0967560825
1662	0.09672744218
1663	0.09671975844
1664	0.09670266416
1665	0.09669417322
1666	0.09668202024
1667	0.09666299271
1668	0.09665452221
1669	0.09664643793
1670	0.09663878893
1671	0.09663055956
1672	0.09662209927
1673	0.0966141887
1674	0.09658549938
1675	0.09652661456
1676	0.09651692814
1677	0.09650903188
1678	0.09650058385
1679	0.09649183746
1680	0.09648402702
1681	0.09647256272
1682	0.09646496481
1683	0.09645659443
1684	0.09644737395
1685	0.09643898723
1686	0.09642931307
1687	0.09642199512
1688	0.09639412725
1689	0.09638377259
1690	0.09637607863
1691	0.09636809041
1692	0.09636066211
1693	0.09635188507
1694	0.09634459574
1695	0.0963316519
1696	0.09632178361
1697	0.09631342137
1698	0.09630061854
1699	0.09628247795
1700	0.09625251545
1701	0.09623009773
1702	0.09622210745
1703	0.09621484673
1704	0.09620707716
1705	0.09619899084
1706	0.09619067973
1707	0.09618302664
1708	0.0961733954
1709	0.09615935214
1710	0.09614737077
1711	0.0961393805
1712	0.09609539108
1713	0.09608701458
1714	0.09607522126
1715	0.09606707363
1716	0.09605834155
1717	0.09605094186
1718	0.09604254288
1719	0.09603531894
1720	0.09602754733
1721	0.09601741542
1722	0.09600339872
1723	0.09599511826
1724	0.09598676424
1725	0.09594459557
1726	0.09593216875
1727	0.09590893356
1728	0.09590102911
1729	0.095892671
1730	0.09588410036
1731	0.09586402858
1732	0.09585584621
1733	0.09584558555
1734	0.09583734188
1735	0.09578985192
1736	0.09578053126
1737	0.0957723775
1738	0.0957642687
1739	0.09575599846
1740	0.09574712333
1741	0.09573975021
1742	0.09573170476
1743	0.09572354896
1744	0.09571532981
1745	0.09570365911
1746	0.09569551557
1747	0.09566764566
1748	0.09566056272
1749	0.0956530956
1750	0.09564377294
1751	0.09560805989
1752	0.09557314792
1753	0.09556488995
1754	0.09555643375
1755	0.09554763831
1756	0.09553841987
1757	0.09552594197
1758	0.09551772077
1759	0.09549487275
1760	0.09548666791
1761	0.09547914561
1762	0.09547179497
1763	0.09546423997
1764	0.095456123
1765	0.09544736435
1766	0.095439558
1767	0.09541757969
1768	0.09540807106
1769	0.09539985395
1770	0.09539202512
1771	0.09537936534
1772	0.0953716816
1773	0.09536371785
1774	0.09535611994
1775	0.09532645374
1776	0.09531372652
1777	0.09530558298
1778	0.09528702138
1779	0.09527962987
1780	0.09527142707
1781	0.09526408256
1782	0.09525648056
1783	0.09524862721
1784	0.09523467795
1785	0.09522594382
1786	0.09521780437
1787	0.09520890676
1788	0.09518376913
1789	0.09517607518
1790	0.09516842413
1791	0.09516032964
1792	0.09515287682
1793	0.09514607385
1794	0.09513826749
1795	0.09513096794
1796	0.09510077249
1797	0.09507949712
1798	0.09506959409
1799	0.09506152207
1800	0.09505422865
1801	0.09504645499
1802	0.09503834006
1803	0.0950302047
1804	0.0950221429
1805	0.09500854718
1806	0.09500109844
1807	0.09499356593
1808	0.09496474985
1809	0.0949505922
1810	0.09493078814
1811	0.09492319431
1812	0.09491490159
1813	0.09490689089
1814	0.09489446816
1815	0.09488646562
1816	0.0948790455
1817	0.09487270846
1818	0.09486492663
1819	0.09485789682
1820	0.09485088337
1821	0.09484338967
1822	0.09483462694
1823	0.09482718843
1824	0.09481965591
1825	0.09477350237
1826	0.09475007304
1827	0.09474314337
1828	0.09473565581
1829	0.0947281376
1830	0.09472148176
1831	0.09470863602
1832	0.0947016246
1833	0.09469504847
1834	0.09465784364
1835	0.09464987176
1836	0.09461044564
1837	0.0946029826
1838	0.09459572392
1839	0.09458817301
1840	0.09458130664
1841	0.09457333067
1842	0.09456540375
1843	0.09455743187
1844	0.09455023245
1845	0.09454231983
1846	0.09453443583
1847	0.09452654569
1848	0.09451929109
1849	0.0945114173
1850	0.09448701528
1851	0.09448028588
1852	0.09447286371
1853	0.09446000366
1854	0.09445213396
1855	0.09443074415
1856	0.09442186902
1857	0.09439539282
1858	0.09438810757
1859	0.09438009891
1860	0.09437225781
1861	0.09436482747
1862	0.09435784262
1863	0.09434875701
1864	0.09434133689
1865	0.09432917369
1866	0.09432132034
1867	0.09431385525
1868	0.0943060162
1869	0.09429810359
1870	0.09427387318
1871	0.0942654272
1872	0.09424694331
1873	0.09423905317
1874	0.09423124477
1875	0.09422339959
1876	0.09421214373
1877	0.09420503014
1878	0.09419767132
1879	0.09419048416
1880	0.09418262468
1881	0.09415190197
1882	0.09413201212
1883	0.09412304708
1884	0.09411405955
1885	0.09408470195
1886	0.09407683225
1887	0.09406905859
1888	0.09404535138
1889	0.09403747555
1890	0.09402850233
1891	0.09402063263
1892	0.09401338621
1893	0.09400620927
1894	0.09399139763
1895	0.09398403268
1896	0.09396126756
1897	0.09395386578
1898	0.09394709346
1899	0.09390773274
1900	0.09390016957
1901	0.09389152127
1902	0.0938836904
1903	0.09386600962
1904	0.09385824818
1905	0.09385152286
1906	0.09384372877
1907	0.09383596533
1908	0.09382883948
1909	0.09382107604
1910	0.09381446312
1911	0.09376861612
1912	0.09376129817
1913	0.09375392097
1914	0.09374648245
1915	0.09372245236
1916	0.0937146644
1917	0.09370515168
1918	0.09369742094
1919	0.09367654809
1920	0.09366918723
1921	0.09366176098
1922	0.09362570059
1923	0.09361831112
1924	0.09361071321
1925	0.093603289
1926	0.09359553782
1927	0.09358717971
1928	0.09357997416
1929	0.09357267257
1930	0.0935655835
1931	0.09355787523
1932	0.09355100687
1933	0.09354363784
1934	0.09353630354
1935	0.09347108569
1936	0.09346192242
1937	0.09345434495
1938	0.09343520094
1939	0.09342760711
1940	0.09341998263
1941	0.09341275052
1942	0.09339037576
1943	0.09338382415
1944	0.0933762058
1945	0.09335504282
1946	0.09334801506
1947	0.09334039467
1948	0.0933329398
1949	0.0933254032
1950	0.09330102572
1951	0.09329411035
1952	0.09327842198
1953	0.09324127845
1954	0.09323497002
1955	0.09322737823
1956	0.09321982119
1957	0.09321222737
1958	0.09320429023
1959	0.09319324281
1960	0.09316437565
1961	0.09313858602
1962	0.09313101672
1963	0.09312374986
1964	0.09311644826
1965	0.09310992321
1966	0.09309686494
1967	0.09308882154
1968	0.0930812645
1969	0.09307453305
1970	0.09306734385
1971	0.09305998503
1972	0.09305402196
1973	0.09304712703
1974	0.09303778801
1975	0.09303025754
1976	0.09302346274
1977	0.09299883391
1978	0.09299159362
1979	0.09298437172
1980	0.09297714982
1981	0.09296830943
1982	0.09296092405
1983	0.09293738033
1984	0.09293010326
1985	0.09292214977
1986	0.09288305664
1987	0.09287553638
1988	0.09286903585
1989	0.0928614829
1990	0.09285405665
1991	0.09284627686
1992	0.09280332762
1993	0.09279610163
1994	0.09278856707
1995	0.09278098346
1996	0.09275522863
1997	0.09274836435
1998	0.09273542255
1999	0.09272838457
